title,link
国家能源集团公布供应商“黑名单” 多家防腐公司上榜,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=1&sn=7e920d3210658077177be94af41b0e0c&chksm=ce7dc891f90a41876e51ab0bf4dfbcc005e2d36fa81a383891530fdaa730d6836ec5fc37a324#rd
流化床锅炉（金相分析）旋风分离器中心筒失效分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=2&sn=1ea5d713367169a86c910ad1cbf96dd4&chksm=ce7dc891f90a418711b40a9bc657ccb1adceba84a40b1fa1972aa6d5f7756f94cd64fabbe987#rd
先进的芬兰垃圾发电系统,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=3&sn=73f2f81e4c1dd0eb87a2d59486170f62&chksm=ce7dc891f90a418710acb764c99e092d27cd0f47c655d1ceba85d8e250a06745e0ed572bb653#rd
480t/h 循环流化床锅炉旋风分离器中心筒改造,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=4&sn=471f2e0662d45f1d279a8ad6f0c992b1&chksm=ce7dc891f90a41876f52df4d04c1e8875cb86234abae1c5610ef2432e1588d7a3b89b8c1d955#rd
480t/h CFB 锅炉旋风分离器中心筒换型改造,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=7&sn=d1e0394a89182dbb166d6b87a4f903d0&chksm=ce7dc891f90a41873bead6b822dffde72bddc1141f74bd1e4c73f23679e5599eacfda0b716b8#rd
300 MW 循环流化床锅炉旋风分离器中心筒改造分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484440&idx=8&sn=d3b1d29ad578cd64ea8fb9cacee04db5&chksm=ce7dc891f90a4187c22dfa252ceb2a732914f8f3eb2f3dd8deb3116bcb01b0243231b8712159#rd
考核10W+误操作！关错阀门致电厂非停,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484438&idx=1&sn=b5c50a7d910df03d994a6c7d63d49c83&chksm=ce7dc89ff90a418909677600bcfd62042930a81d3fb5d50403b0df78d5ebe107ede53b417cec#rd
关于电厂发电煤耗和供电煤耗,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484438&idx=2&sn=2ef6124f3b51508bbed4bef0d9f4da40&chksm=ce7dc89ff90a4189776f2a38eb8d74ad90b528d696eb5c2880ae0a88d407dab9f37d04eb5803#rd
240 t/ h 循环流化床锅炉给煤系统的改进,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484438&idx=3&sn=e84d21e1787847f1bf1bc1e4fb2ac248&chksm=ce7dc89ff90a4189c947ad640790d94dcdc177617862484aee2c513928a0d822de77e8c5e480#rd
关于广东粤电茂名博贺电厂2×100万千瓦“上大压小”发电工程项目获得核准的公告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484438&idx=4&sn=8759d1f2bc66fa43ee05aa572a2f8bc7&chksm=ce7dc89ff90a418919292e7a026854225799ef6006f0cd4f69bdaedb9edc9f91d058474e8235#rd
突发！“珠海化工厂爆炸事故”后续进展，再有新料被爆出!!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484436&idx=1&sn=6d7e5a6092dc83a2a8b7ae7bb98a2a17&chksm=ce7dc89df90a418b09ecc5a5b177a27f44da272488ff6e4c8eb21dab62c2782337e50e891a5e#rd
福建某厂锅炉爆炸起火！现场视频流出...,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484436&idx=2&sn=9b30783b24c206164732ffb5fb5dcb1b&chksm=ce7dc89df90a418bc9906dabdf2d7c8ef7786e12550e66ad1adf8b6fe7616e74ad57ed153aee#rd
1月12日某发电厂汽轮机EH油压低停机案例分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484436&idx=3&sn=05b21a0df29d6bf1c5caffe52793b682&chksm=ce7dc89df90a418b49e5da1821e64d57a64f30b3c15f1107a48ff99711711a108808b61f569a#rd
12月31日某电厂#3机组交流串直流开关跳闸事件通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484436&idx=4&sn=25bf4d909cd4426a921c01c6ad424af1&chksm=ce7dc89df90a418b9f01fb1747a43a5227739f08ee553c20b4c81770d08ce0557a97b671802d#rd
最全的电厂开关柜的故障分析和对策（附视频）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484436&idx=5&sn=fd356334345c4566c1497eaf20b5ce15&chksm=ce7dc89df90a418b7cd863f7a87c8c12c368f3573b13de2fba28c256467a9b4e033f77b309e8#rd
300MW电厂机组相关保护配置汇编,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484434&idx=1&sn=7099f2def7433ef02b6ac918514d6532&chksm=ce7dc89bf90a418dc6ca8e1e05624070d2db32048afd6f9c962527c7279abded11af85465d75#rd
如何分析电厂设备振动会更高效？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484434&idx=2&sn=9b253666f4266dd2d68c1f108c966622&chksm=ce7dc89bf90a418d5d7bc00c5ab12b1778e6607e3d9b43cf6de4fe84eabb4b7b031d57d892be#rd
电厂年前锅炉学习试题库,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484434&idx=3&sn=1813edc0329fc9d88a1e0f3632fd9a80&chksm=ce7dc89bf90a418dfaf6cc884c3c60c57e954552167444f605511a5830cd6320c62c7c9fe43b#rd
国家能源集团、大唐集团披露企业负责人2018年度薪酬情况,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484434&idx=4&sn=51083cb679d64efaba6d00ab66b93194&chksm=ce7dc89bf90a418d6408adbeb0314cf7c556d2479fd9eb26659b6363583f242c4de6e3844aec#rd
火电厂运行值班纪律制度,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484432&idx=1&sn=0a8dc1a94b49d749a2a5dc386360a7cc&chksm=ce7dc899f90a418ffa28f071113eadf8df87a18029a16dad48cd5e1c1d8dd1a837efc50f34a1#rd
春节前电厂培训：员工违章原因分析及对策，非常全面！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484432&idx=2&sn=67eda827efcd8cddddb197ab010dbdfa&chksm=ce7dc899f90a418fb9f3fe4e38d41c801d5271bfce9abc392f527e4ac170e733ef0aed16da76#rd
【头条】福建某厂锅炉爆炸起火！现场视频流出...,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484432&idx=4&sn=272f52641aecf8fcc0c4c772cbd68881&chksm=ce7dc899f90a418fe1a5232948500365dcb90683ffd46b1a395efbfd204f5cbcf196ec8e6f91#rd
这次全了，火力发电厂设备主要厂商名录,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484430&idx=2&sn=a01a15cf1ce4e04041825b07089b92b5&chksm=ce7dc887f90a4191ed56d2b0f23006a847a94eaf385b26ad741dfdcac5d3a7b9f8373e2b3fd1#rd
吉林省规划建设12个热电项名单！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484430&idx=3&sn=7e0cb744e28d306ec8755ffd46ff4592&chksm=ce7dc887f90a4191c26549af516695d5dd2f715d481bd101b01787fe6c35b70efdb8a055872f#rd
2020年垃圾焚烧发电有多火 先来看各地制定的小目标,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484430&idx=4&sn=27bf8db5f9dbc283b89ab4228005742b&chksm=ce7dc887f90a41917b3790e46effbd44e2cdcbad1baf44a1bdda0c8000ca6a413999524d67b7#rd
突发！攀钢发生液氧泄漏爆炸事故，一人当场身亡！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484430&idx=5&sn=f7a9eecc3cc14a5f45b6ac492554c9a5&chksm=ce7dc887f90a41912345dc87ffbe0192b6063aaf5f66b2cfda8febd3028ea16fe024286c5918#rd
春节期间（节前、节中、节后）电厂安全检查七大要点,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484428&idx=1&sn=16fcb71fe03bb58dabcc4470c7d0cf89&chksm=ce7dc885f90a41937766054582e2587c17c2099d2763772308546508d71fdf32b778b9178dbd#rd
自备发电厂“红”与“黑”!!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484428&idx=2&sn=028eca35f417a093a12228858e24f79d&chksm=ce7dc885f90a419309adba119832329686f892de3a08c6d053467bdce5fb7a0bdb66435df543#rd
1000种现场违章作业行为，这份资料堪称无价之宝,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484428&idx=3&sn=11d93beaea3fa73550c09dcda42fb7e6&chksm=ce7dc885f90a4193712d8524a9369bdf7c46142f59b7c8c37db25617b20d45b10df6db45591e#rd
中企承建的全球最高、最大光热电厂集热塔迪拜顺利封顶,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484428&idx=4&sn=74a10afaad628331c6eda114e31eb7ea&chksm=ce7dc885f90a419361b76393c9c4ab16a2e3ef4190d6bebd60a48fb71af46b60676513709f71#rd
惨！两名员工直接被炸飞，当场死亡，动火作业时发生闪爆事故！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=1&sn=9507ff2a89c4d4d0417ea8832cf0344d&chksm=ce7dc880f90a4196f0933d228c2ba209b4e7f4caceb9169841aeaad17086ad92248cf9bf7973#rd
1月7日黑龙江一供热锅炉房起火,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=2&sn=472fcf2f201ad179111abea4f8a43943&chksm=ce7dc880f90a41969ab7907b8642f289cc68e17d9bd32927df7cb50866ea58deaaa7838f7d43#rd
突发！1月8日广西某厂爆炸，锅炉都飞了,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=3&sn=de055b387861359106cd6c4ca37b9d39&chksm=ce7dc880f90a41965d3008b06fc95d9c265beb464cc6580e71419e3e9f2f3415ea80f2d7fb79#rd
电厂运行值班员的“三心二意”,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=4&sn=e3a76bbe7ecb6010b33caf2f5ff09a69&chksm=ce7dc880f90a41969f900460f7918f154c875e72b84dceb17f6e77c81de9fb64d506a0dc5d9e#rd
通知！特种作业操作证查询网址变更啦！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=5&sn=fb2edbd86774c890629e39027783203f&chksm=ce7dc880f90a4196b1842221eae17078c0bded7e97e33addb460fce9acf3c37edbe1c960dacc#rd
电力版《野狼Disco》，太有才了！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484425&idx=6&sn=111ce8e5a5287b94d67a4ce7543232d3&chksm=ce7dc880f90a4196db5f1ea7dbc14d6a3c13eef1eae6392aee352112361fc369fc687005ec6e#rd
突发！广西贺州某厂爆炸，锅炉都飞了,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484423&idx=1&sn=afd75cbe5745b1697d9aff0f65fa8367&chksm=ce7dc88ef90a4198b858df9c2538e20ad01f465473089a05aedf667d1b82bd98d70d31c53761#rd
突发！某厂冬天施工出事了（视频）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484423&idx=2&sn=7a6ecca2e5df1b2439af6a66cc316d45&chksm=ce7dc88ef90a4198fccead7a584134e501b6ddefb53790fb853999181016eda5a2c7bd87e000#rd
福建某发电公司3号机组给煤机断煤非停事件报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484423&idx=3&sn=bc55d2d3a1593491478a855d30eae28f&chksm=ce7dc88ef90a4198d5ad0898dc5aaa5a864aba4cbdd552b0b451eb4523319b147d86ca7398d7#rd
垃圾发电拟不再将新增项目纳入中央财政补贴范围,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484423&idx=4&sn=6a0b05358483571034a21df7f875ea7c&chksm=ce7dc88ef90a419803052f22995b885154711dac8565d127757f3322448779712832160d4694#rd
关于12月24日广西某电厂煤场自燃事件的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484421&idx=1&sn=c7e0d668079bce93f628c52087ce727d&chksm=ce7dc88cf90a419a04d43bea03157f6600c66d36c3d863e46b1ce69f018ec3b22cf8ed636847#rd
研报｜若停止新建燃煤电厂，中国有望在2050年实现燃煤机组完全退出​,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484421&idx=2&sn=6e64a30615a77975e705e03aaf0e23f4&chksm=ce7dc88cf90a419af6d6641d1321a886c540dca5bde7ef06b27b9b1e898f2b5281fb54785ffb#rd
135MW循环流化床锅炉防磨经验漫谈,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484421&idx=3&sn=cfd20ff689a35c74827da575558604c3&chksm=ce7dc88cf90a419abc203e7ed702f88492ba976ac8fe858cdc6bb606b037b618e46d9d4d04b5#rd
电厂汽轮机设备简介，这些你真的都懂吗？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484421&idx=4&sn=cd4266449bef081c0ffc82591918e87a&chksm=ce7dc88cf90a419aa9a58c49bfbaaeb9070b7cb36821bb9909a52ca65648debf871011bea487#rd
电厂设备点检到底是什么？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484421&idx=5&sn=62d0e0330607277f883068bd8a81603d&chksm=ce7dc88cf90a419a1548209b5d37ec9c5444b70138cb5c92a0f56c12b7268a12b7ab41e85d2c#rd
全球十大火电厂排名，即将刷新!!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484419&idx=1&sn=9b03d7786bb864b89174644e22c8cbb2&chksm=ce7dc88af90a419cebd5173e7a981175e575479516c8d7c4902d0342f713ea6cbbe6ddbda2df#rd
某电厂UPS失电事故分析报告案例解读!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484419&idx=2&sn=bb5493498a15de425777874e15df61aa&chksm=ce7dc88af90a419ce10cd247e7c930689a1e23d3225383ba3afe7c5a56a961581cb83f8d2862#rd
快讯｜神华国能上海庙电厂2×100万千瓦机组工程项目获得核准,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484419&idx=3&sn=2892eabd8e93d3b4e38f58cf8d393350&chksm=ce7dc88af90a419cbc14fdfdf5a8c497a6239903febe2ee9e572b0341ebf08d78767baa13ebd#rd
垃圾电厂锅炉的燃烧调整，非常实用!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484419&idx=4&sn=44896c97e0e27bf323a6d01231c481b2&chksm=ce7dc88af90a419c7316a6d0e490f35f5d2129a2c85c990c64fc2d45188a65f43fda9787a840#rd
突发！江苏某厂脱硫塔检修发生意外，3人死亡!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=1&sn=d6ecf8ad336172fffa98dd28e03dc387&chksm=ce7dc888f90a419e7dedab5e1d0667ec6e00195208e9034e9f2f08f19f3254070c2bb1363ec3#rd
汽轮机高压内缸疏水管抖掉了!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=2&sn=b317b2070d6a5e3d654c2e0d3b4a9f67&chksm=ce7dc888f90a419e14fd0077abe24ef2ad069f4740b9e1b104ab9d9463fe4a9803287d8d2e08#rd
我们电厂里的那些奇葩事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=3&sn=134403f949155822fb6cbb55c5d61ad3&chksm=ce7dc888f90a419ed362385a8193b5137b61e22ab92217a35287df9f43a91da03cf1c66d3cae#rd
关于碧宗光伏电站严重违反调度纪律导致恶性电气误操作事件的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=4&sn=96a754001e3a8721a7aed739fc16229a&chksm=ce7dc888f90a419ee2f7b7e4bbdd333d44c2fcb6e6f93e38fed316e9d49aec8ecb94c19662ef#rd
汽轮机运行正常怎么磨的瓦？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=5&sn=d9747ec3530cecf9a9b7a960e0f6d698&chksm=ce7dc888f90a419e5c25a4619e652f05feb14131b55ce2ba6b92c5c00f52c50a8f7d82b8b8ec#rd
济南黄台电厂搬迁， 又黄啦！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=6&sn=e0f9a2a1bc48c22d861b1b7de1eefcfb&chksm=ce7dc888f90a419e8a7785b249a9be80053121cb770134561221c8dda0c1acbba36d2732ec42#rd
“45度让路法”网上疯传！靠谱吗？这条微信转发能救命,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=7&sn=863814d8d8b1f25527914db382dab038&chksm=ce7dc888f90a419e98fd96eeafa1dd17372d17ad8bc6af8813f9bc776dc75406cd0282e2cbce#rd
关于深能源河源电厂二期扩建工程“123”作业人员死亡事故的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484417&idx=8&sn=6ca90ea9d5e25fb6c1ac42a86ecf9153&chksm=ce7dc888f90a419eb962231a1f5b85de32b91d5e063de72517d237b49ee597d5f59d22cdc194#rd
山东火电巨震!!涉及近700家，30万千瓦燃煤机组关停、保留详细名单出炉！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=1&sn=4adf3c32b678a52ce5ee54229424910a&chksm=ce7dcf77f90a4661eeabccdde1d881a87242601b738f0e12d5640a0ea6874e2f6e94473c5f9b#rd
赶紧，有福利!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=2&sn=63ad5be529913d56dec480e93c4021f7&chksm=ce7dcf77f90a466146e0995b12a33ffeedf7d1c08d845588acb248d2d844b8db6b58e43ae2bf#rd
某电厂在建脱硫塔火灾事故深入调查分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=3&sn=c5cce92b3005bb73d1306b2e09099208&chksm=ce7dcf77f90a46610e87c75752b73c188ae7e454cba5968d5062dd5675854fcd695fd4671a5c#rd
12月6日某电厂冷渣器落渣管焊缝开裂迫停事故通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=4&sn=e53fa8274f58c4d849595fb2bdcc3c3d&chksm=ce7dcf77f90a466103fdbc57eab99016f9a04de071f1d404c0e64be7096c5e41dad709d13d13#rd
关于辽宁某电厂2018.11.12“氢爆”事故最新报告（多图，附事故考核）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=5&sn=bac778350c383e902f289acca864c685&chksm=ce7dcf77f90a466120faac0013473952a63146a97e5930674d7a45a673e64073573b7431ff09#rd
工厂班组长的一天，班前、班中、班后是如何管理的？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484414&idx=6&sn=8146a7ba3c20344fa3049f0831d84e14&chksm=ce7dcf77f90a46618eab206504e74d41566175b2f1123787d8329ab589f68f100f08debf21aa#rd
你的圈子｜阅见不可思议！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484412&idx=1&sn=6bc8a583cafb89d78381094dcdf21fcb&chksm=ce7dcf75f90a4663157398c6dd47f48f491fb1b82490ed388e2f6b8772f42a7e36f24d1cd36e#rd
3D直观展示：液环真空泵结构及工作原理,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484412&idx=2&sn=f921fa98b86a4f875677adde8dd09aab&chksm=ce7dcf75f90a46634ec0508db85d5b9a592afaf9f6ef1ffcc7fd364a6ce23dd2ad97e681efad#rd
300MW！魏桥强势杀入光伏发电领域,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484412&idx=3&sn=dec371bfecde26740cfaaa338846e6c0&chksm=ce7dcf75f90a4663a0ac788e2efabbcb4513f3acacf815a7338145a2366e4118cc6aba71b4e3#rd
电厂股权打包、打折出售，这次为了给员工发工资！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484412&idx=4&sn=374571c2d0a848108c7b9bd1c2f699a1&chksm=ce7dcf75f90a46637f285e65a2b1ef08800a790a56ee62ac9923a92f32c99ce0b6dd96d6c4a5#rd
长源电力签署随州2×66 万千瓦火电项目开发协议,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484412&idx=5&sn=51753f7e073359051590c5c630265ba8&chksm=ce7dcf75f90a4663eac86361624a8d81711489be4e5661a0183ae6a2bd1d2f8b717c15529581#rd
中华人民共和国特种设备安全法确定的违法行为!!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=1&sn=fd52149c420ad0d9c8bb173b7d882382&chksm=ce7dcf71f90a466724450169665ffa3fc704b7d476dd954ba517ed677921dbb5fa884a0542a7#rd
10月16日某电厂2号机组锅炉末级再热器爆管停例分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=2&sn=0d371fc9709e2c723624311cc392b55b&chksm=ce7dcf71f90a466785b4c8ca8b42f4edb6b16434e715b24b0f0b688a1dd94f0cca921c942d7e#rd
"电厂第11次带压堵漏,出事了!！！",http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=3&sn=9df540601f6dbb7f4c04a7eef315e705&chksm=ce7dcf71f90a4667db8b6429b1bff7524aca822a7d7103a9e4ece03de4e763838a9005d36f9d#rd
如何通俗地解释 PID 参数整定,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=4&sn=655530c8b2172c0944566faaa1159c5b&chksm=ce7dcf71f90a4667cd8d16da789a40a8840bc6e9ccab16d6b8e364788a0d9e31f76ddca7ced8#rd
30万千瓦以下燃煤机组将全部关停，这个省有600多家！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=5&sn=6a35a110e28feb7b361bc0ba29fda4fb&chksm=ce7dcf71f90a4667ba33ccadf67a47c31e5861bcf14dfa8fb050726bbf6e61e1c292483c3dec#rd
超优质《四不伤害》视频！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=6&sn=8729e94a494042061fa6839c3b74efaf&chksm=ce7dcf71f90a4667ae4608a0ec9b1577c8eb43a97b76ce99464ccaaf02e7af78c1efc8fe9957#rd
内蒙古某电厂6号机异常停运案例分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484408&idx=7&sn=a743d3ef75ddbcfbade0e13850585b71&chksm=ce7dcf71f90a466798808db11eb014e73ca22bbc97e516ecb54a23e46111f3b6a14dc50c0aba#rd
今天是2020年的第一天，你的新年愿望是什么？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484406&idx=1&sn=12c6cd9a8511ee9f5ee48f3a52350d40&chksm=ce7dcf7ff90a466958d3a5bedf7b5f3a07701376df27da43a1fbe06b6f747341192a88b77b9b#rd
国家电网、华能集团、国家电投等企业负责人年薪大曝光,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484406&idx=2&sn=05142e237996f627081777ab78f9922b&chksm=ce7dcf7ff90a4669f2dad0af5412d14134bf7fd6170c9ca716f48ebf2dd8bcf8e32d05ae3bd0#rd
【收藏】电厂现场仪表问题汇编,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484406&idx=3&sn=bb72614f0c005918411b26b9c1f7740c&chksm=ce7dcf7ff90a466902b8bedefe32ada6c0a18d3e71bcb1a557f2910da09c7c13b9ba4b33b5f0#rd
惊呆了！变压器惨遇爆炸，小心这些不要命的行为！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484406&idx=4&sn=0ad4d6ef698996d489710026d980939c&chksm=ce7dcf7ff90a466908cabc6401845d23572b05c170ee3c0a77a72b3fdc9dd82e8b517416961d#rd
谁都靠不住，除非你有用！（太现实）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484406&idx=5&sn=6015d933d7837b94e6a070026c2832d2&chksm=ce7dcf7ff90a46694e83213e71b81f4d3e95dce603a9c199b18b3a8f0272213e1b9e71c8f369#rd
2019即将过去，这一年过得怎么样？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=1&sn=c4c35efcb03e3ba9d06c941290879f41&chksm=ce7dcf7df90a466b5d84ac2a549e7f09a2a0ec1031e3a1ddc4cb62dd4a2a77c08f5734e23b48#rd
1653起事故500人死亡！2019年事故年终盘点，火灾爆炸事故居榜首！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=2&sn=4dd627bccf9b5fbbcfe47dc98c703590&chksm=ce7dcf7df90a466bf8a26ba79c152b8b785b67d34fa46ed7b6b6c54ced9d158921decda8cd58#rd
建光伏电站砍了10万棵树？央视记者实地调查却发现……,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=3&sn=7f61c441eca8c3efe802004baf34e68e&chksm=ce7dcf7df90a466bdef73452cc0fd880ad3ce15fdf1f1090bc9846112f7da9235a9cbb998249#rd
电厂16种实验室仪器原理动图剖析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=4&sn=b641ed3c1a9ef63556142194f2510199&chksm=ce7dcf7df90a466b2216a6b84d7dddb18a1b77d676414371a4cf3456a281cf0273703dbe01f4#rd
电厂汽轮机发生水冲击危害有多严重?,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=5&sn=c16483efc184534242a09ac560902b15&chksm=ce7dcf7df90a466b530c0cdd6d8a2be005d3ba270ba303911bf37f9b04385d2669ad5d89b010#rd
秒懂什么是电压电流的超前与滞后,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=6&sn=85e745a305e59efad80c5f5ad96b9672&chksm=ce7dcf7df90a466baf49f6503b9e616e391d7f82b23f7f5b5e86e4fbe6adc6c021f5d5c9293d#rd
电厂汽轮机的键相和偏心到底是什么？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484404&idx=7&sn=1c80499e54c585e17f935713986d9fa9&chksm=ce7dcf7df90a466bd3cdd1d2f8582187a2be2c0636d115349fc2f0327aa0823ca9ade99b0f32#rd
突发！杭州萧山化工厂爆炸，年末安全第一！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247484402&idx=1&sn=34b95e17d486b2d0e095a7a52431848b&chksm=ce7dcf7bf90a466d8f2fcd6e6d8d15bb75c8273a557734b88db89a805d69bfa999864367add5#rd
